Question | Wrong Answer | Expected Answer | Option ID
What were my total sales in Wilkes PTD? | Total sales in store Wilkes PTD. | Total sales in Wilkes PTD. | 4
What were my total sales in Warwick PTD? | Total sales in store Warwick PTD. | Total sales in Warwick PTD. | 4
What were my total sales in Colonie PTD? | Total sales in store Colonie PTD. | Total sales in Colonie PTD. | 4
What were my total sales in Madison NY PTD? | Total sales in store Madison NY PTD. | Total sales in Madison NY PTD. | 4
What were my total sales in Oswego PTD? | Total sales in store Oswego PTD. | Total sales in Oswego PTD. | 4
What were my total sales in Lebanon PTD? | Total sales in store Lebanon PTD. | Total sales in Lebanon PTD. | 4
What were my total sales in So. Burlington PTD? | Total sales in store So. Burlington PTD. | Total sales in So. Burlington PTD. | 4
What were my total sales in Shrewsbury PTD? | Total sales in store Shrewsbury PTD. | Total sales in Shrewsbury PTD. | 4
What were my total sales in Colchester PTD? | Total sales in store Colchester PTD. | Total sales in Colchester PTD. | 4
What were my total sales in Hopkinton PTD? | Total sales in store Hopkinton PTD. | Total sales in Hopkinton PTD. | 4
What were my total sales in Middletown CT PTD? | Total sales in store Middletown CT PTD. | Total sales in Middletown CT PTD. | 4
What were my total sales in Lenox PTD? | Total sales in store Lenox PTD. | Total sales in Lenox PTD. | 4
What were my total sales in Chenango PTD? | Total sales in store Chenango PTD. | Total sales in Chenango PTD. | 4
What were my total sales in Cooperstown PTD? | Total sales in store Cooperstown PTD. | Total sales in Cooperstown PTD. | 4
What were my total sales in Marshall's Creek PTD? | Total sales in store Marshall's Creek PTD. | Total sales in Marshall's Creek PTD. | 4
What were my total sales in Binghamton PTD? | Total sales in store Binghamton PTD. | Total sales in Binghamton PTD. | 4
What were my total sales in Saratoga PTD? | Total sales in store Saratoga PTD. | Total sales in Saratoga PTD. | 4
What were my total sales in Gardner PTD? | Total sales in store Gardner PTD. | Total sales in Gardner PTD. | 4
What were my total sales in Webster PTD? | Total sales in store Webster PTD. | Total sales in Webster PTD. | 4
What were my total sales in Alexandria Bay PTD? | Total sales in store Alexandria Bay PTD. | Total sales in Alexandria Bay PTD. | 4
What were my total sales in Little Falls PTD? | Total sales in store Little Falls PTD. | Total sales in Little Falls PTD. | 4
What were my total sales in Storrs PTD? | Total sales in store Storrs PTD. | Total sales in Storrs PTD. | 4
What were my total sales in Sutton MA PTD? | Total sales in store Sutton MA PTD. | Total sales in Sutton MA PTD. | 4
What were my total sales in Watervliet PTD? | Total sales in store Watervliet PTD. | Total sales in Watervliet PTD. | 4
What were my total sales in Chatham PTD? | Total sales in store Chatham PTD. | Total sales in Chatham PTD. | 4
What were my total sales in Warrensburg PTD? | Total sales in store Warrensburg PTD. | Total sales in Warrensburg PTD. | 4
What were my total sales in Oxford PTD? | Total sales in store Oxford PTD. | Total sales in Oxford PTD. | 4
What were my total sales in Ft Edward PTD? | Total sales in store Ft Edward PTD. | Total sales in Ft Edward PTD. | 4
What were my total sales in Clifton Park Plaza PTD? | Total sales in store Clifton Park Plaza PTD. | Total sales in Clifton Park Plaza PTD. | 4
What were my total sales in Tupper Lake PTD? | Total sales in store Tupper Lake PTD. | Total sales in Tupper Lake PTD. | 4
What were my total sales in North Adams PTD? | Total sales in store North Adams PTD. | Total sales in North Adams PTD. | 4
What were my total sales in Lenox PTD? | Total sales in store Lenox PTD. | Total sales in Lenox PTD. | 4
What were my total sales in Watervliet PTD? | Total sales in store Watervliet PTD. | Total sales in Watervliet PTD. | 4
What were my total sales in Saratoga PTD? | Total sales in store Saratoga PTD. | Total sales in Saratoga PTD. | 4
What were my total sales in Oswego PTD? | Total sales in store Oswego PTD. | Total sales in Oswego PTD. | 4
What were my total sales in Fulton PTD? | Total sales in store Fulton PTD. | Total sales in Fulton PTD. | 4
What were my total sales in Dunmore St. PTD? | Total sales in store Dunmore St. PTD. | Total sales in Dunmore St. PTD. | 4
What were my total sales in Oneida PTD? | Total sales in store Oneida PTD. | Total sales in Oneida PTD. | 4
What were my total sales in Colonie PTD? | Total sales in store Colonie PTD. | Total sales in Colonie PTD. | 4
What were my total sales in Binghamton PTD? | Total sales in store Binghamton PTD. | Total sales in Binghamton PTD. | 4
What were my total sales in Wilkes-Barre PTD? | Total sales in store Wilkes-Barre PTD. | Total sales in Wilkes-Barre PTD. | 4
What were my total sales in Shrewsbury PTD? | Total sales in store Shrewsbury PTD. | Total sales in Shrewsbury PTD. | 4
What were my total sales in Webster PTD? | Total sales in store Webster PTD. | Total sales in Webster PTD. | 4
What were my total sales in Chatham PTD? | Total sales in store Chatham PTD. | Total sales in Chatham PTD. | 4
What were my total sales in Oswego PTD? | Total sales in store Oswego PTD. | Total sales in Oswego PTD. | 4
What were my total sales in Eastern Parkway Rolling 13 Weeks? | Total sales in store Eastern Parkway Rolling 13 Weeks. | Total sales in Eastern Parkway Rolling 13 Weeks. | 4
What were my total sales in Brunswick Rolling 13 Weeks? | Total sales in store Brunswick Rolling 13 Weeks. | Total sales in Brunswick Rolling 13 Weeks. | 4
What were my total sales in Lincoln Rolling 13 Weeks? | Total sales in store Lincoln Rolling 13 Weeks. | Total sales in Lincoln Rolling 13 Weeks. | 4
What were my total sales in Cooper St Rolling 13 Weeks? | Total sales in store Cooper St Rolling 13 Weeks. | Total sales in Cooper St Rolling 13 Weeks. | 4
What were my total sales in Lee Rolling 13 Weeks? | Total sales in store Lee Rolling 13 Weeks. | Total sales in Lee Rolling 13 Weeks. | 4
What were my total sales in Clinton Housecalls Rolling 13 Weeks? | Total sales in store Clinton Housecalls Rolling 13 Weeks. | Total sales in Clinton Housecalls Rolling 13 Weeks. | 4
What were my total sales in North Troy Rolling 13 Weeks? | Total sales in store North Troy Rolling 13 Weeks. | Total sales in North Troy Rolling 13 Weeks. | 4
What were my total sales in Johnstown Rolling 13 Weeks? | Total sales in store Johnstown Rolling 13 Weeks. | Total sales in Johnstown Rolling 13 Weeks. | 4
What were my total sales in Price Chopper Pharmacy Rolling 13 Weeks? | Total sales in store Price Chopper Pharmacy Rolling 13 Weeks. | Total sales in Price Chopper Pharmacy Rolling 13 Weeks. | 4
What were my total sales in Clifton Park Rolling 13 Weeks? | Total sales in store Clifton Park Rolling 13 Weeks. | Total sales in Clifton Park Rolling 13 Weeks. | 4
What were my total sales in Madison Ave Rolling 13 Weeks? | Total sales in store Madison Ave Rolling 13 Weeks. | Total sales in Madison Ave Rolling 13 Weeks. | 4
What were my total sales in West Carthage Rolling 13 Weeks? | Total sales in store West Carthage Rolling 13 Weeks. | Total sales in West Carthage Rolling 13 Weeks. | 4
What were my total sales in Genesee Street Rolling 13 Weeks? | Total sales in store Genesee Street Rolling 13 Weeks. | Total sales in Genesee Street Rolling 13 Weeks. | 4
What were my total sales in Hamilton Square Rolling 13 Weeks? | Total sales in store Hamilton Square Rolling 13 Weeks. | Total sales in Hamilton Square Rolling 13 Weeks. | 4
What were my total sales in Potsdam Rolling 13 Weeks? | Total sales in store Potsdam Rolling 13 Weeks. | Total sales in Potsdam Rolling 13 Weeks. | 4
What were my total sales in Ogdensburg Rolling 13 Weeks? | Total sales in store Ogdensburg Rolling 13 Weeks. | Total sales in Ogdensburg Rolling 13 Weeks. | 4
What were my total sales in Massena Rolling 13 Weeks? | Total sales in store Massena Rolling 13 Weeks. | Total sales in Massena Rolling 13 Weeks. | 4
What were my total sales in Cohoes Rolling 13 Weeks? | Total sales in store Cohoes Rolling 13 Weeks. | Total sales in Cohoes Rolling 13 Weeks. | 4
What were my total sales in Gouverneur Rolling 13 Weeks? | Total sales in store Gouverneur Rolling 13 Weeks. | Total sales in Gouverneur Rolling 13 Weeks. | 4
What were my total sales in Glenville Rolling 13 Weeks? | Total sales in store Glenville Rolling 13 Weeks. | Total sales in Glenville Rolling 13 Weeks. | 4
What were my total sales in Wilton Rolling 13 Weeks? | Total sales in store Wilton Rolling 13 Weeks. | Total sales in Wilton Rolling 13 Weeks. | 4
What were my total sales in Glen Street Rolling 13 Weeks? | Total sales in store Glen Street Rolling 13 Weeks. | Total sales in Glen Street Rolling 13 Weeks. | 4
What were my total sales in Catskill Rolling 13 Weeks? | Total sales in store Catskill Rolling 13 Weeks. | Total sales in Catskill Rolling 13 Weeks. | 4
What were my total sales in North Utica Rolling 13 Weeks? | Total sales in store North Utica Rolling 13 Weeks. | Total sales in North Utica Rolling 13 Weeks. | 4
What were my total sales in Delaware Ave Rolling 13 Weeks? | Total sales in store Delaware Ave Rolling 13 Weeks. | Total sales in Delaware Ave Rolling 13 Weeks. | 4
What were my total sales in Canton Rolling 13 Weeks? | Total sales in store Canton Rolling 13 Weeks. | Total sales in Canton Rolling 13 Weeks. | 4
What were my total sales in Menands Rolling 13 Weeks? | Total sales in store Menands Rolling 13 Weeks. | Total sales in Menands Rolling 13 Weeks. | 4
What were my total sales in Mechanicville Rolling 13 Weeks? | Total sales in store Mechanicville Rolling 13 Weeks. | Total sales in Mechanicville Rolling 13 Weeks. | 4
What were my total sales in Watertown Rolling 13 Weeks? | Total sales in store Watertown Rolling 13 Weeks. | Total sales in Watertown Rolling 13 Weeks. | 4
What were my total sales in East Greenbush Rolling 13 Weeks? | Total sales in store East Greenbush Rolling 13 Weeks. | Total sales in East Greenbush Rolling 13 Weeks. | 4
What were my total sales in Clifton Shoppers World Rolling 13 Weeks? | Total sales in store Clifton Shoppers World Rolling 13 Weeks. | Total sales in Clifton Shoppers World Rolling 13 Weeks. | 4
What were my total sales in Middletown Rolling 13 Weeks? | Total sales in store Middletown Rolling 13 Weeks. | Total sales in Middletown Rolling 13 Weeks. | 4
What were my total sales in Cobleskill Rolling 13 Weeks? | Total sales in store Cobleskill Rolling 13 Weeks. | Total sales in Cobleskill Rolling 13 Weeks. | 4
What were my total sales in West Rutland Rolling 13 Weeks? | Total sales in store West Rutland Rolling 13 Weeks. | Total sales in West Rutland Rolling 13 Weeks. | 4
What were my total sales in Barre Rolling 13 Weeks? | Total sales in store Barre Rolling 13 Weeks. | Total sales in Barre Rolling 13 Weeks. | 4
What were my total sales in Manchester, VT Rolling 13 Weeks? | Total sales in store Manchester, VT Rolling 13 Weeks. | Total sales in Manchester, VT Rolling 13 Weeks. | 4
What were my total sales in St. Albans Rolling 13 Weeks? | Total sales in store St. Albans Rolling 13 Weeks. | Total sales in St. Albans Rolling 13 Weeks. | 4
What were my total sales in Poughkeepsie Rolling 13 Weeks? | Total sales in store Poughkeepsie Rolling 13 Weeks. | Total sales in Poughkeepsie Rolling 13 Weeks. | 4
What were my total sales in Endicott Rolling 13 Weeks? | Total sales in store Endicott Rolling 13 Weeks. | Total sales in Endicott Rolling 13 Weeks. | 4
What were my total sales in Rutland Plaza Rolling 13 Weeks? | Total sales in store Rutland Plaza Rolling 13 Weeks. | Total sales in Rutland Plaza Rolling 13 Weeks. | 4
What were my total sales in Hudson Rolling 13 Weeks? | Total sales in store Hudson Rolling 13 Weeks. | Total sales in Hudson Rolling 13 Weeks. | 4
What were my total sales in Westgate Rolling 13 Weeks? | Total sales in store Westgate Rolling 13 Weeks. | Total sales in Westgate Rolling 13 Weeks. | 4
What were my total sales in Oneonta Rolling 13 Weeks? | Total sales in store Oneonta Rolling 13 Weeks. | Total sales in Oneonta Rolling 13 Weeks. | 4
What were my total sales in O'Neill Highway Rolling 13 Weeks? | Total sales in store O'Neill Highway Rolling 13 Weeks. | Total sales in O'Neill Highway Rolling 13 Weeks. | 4
What were my total sales in Brattleboro Rolling 13 Weeks? | Total sales in store Brattleboro Rolling 13 Weeks. | Total sales in Brattleboro Rolling 13 Weeks. | 4
What were my total sales in Morrisville Rolling 13 Weeks? | Total sales in store Morrisville Rolling 13 Weeks. | Total sales in Morrisville Rolling 13 Weeks. | 4
What were my total sales in Market Bistro Rolling 13 Weeks? | Total sales in store Market Bistro Rolling 13 Weeks. | Total sales in Market Bistro Rolling 13 Weeks. | 4
What were my total sales in Amsterdam Rolling 13 Weeks? | Total sales in store Amsterdam Rolling 13 Weeks. | Total sales in Amsterdam Rolling 13 Weeks. | 4
What were my total sales in Pittsfield Rolling 13 Weeks? | Total sales in store Pittsfield Rolling 13 Weeks. | Total sales in Pittsfield Rolling 13 Weeks. | 4
What were my total sales in St. Johnsbury Rolling 13 Weeks? | Total sales in store St. Johnsbury Rolling 13 Weeks. | Total sales in St. Johnsbury Rolling 13 Weeks. | 4
What were my total sales in Vails Gate Rolling 13 Weeks? | Total sales in store Vails Gate Rolling 13 Weeks. | Total sales in Vails Gate Rolling 13 Weeks. | 4
What were my total sales in Park Avenue Rolling 13 Weeks? | Total sales in store Park Avenue Rolling 13 Weeks. | Total sales in Park Avenue Rolling 13 Weeks. | 4
What were my total sales in Spencer Rolling 13 Weeks? | Total sales in store Spencer Rolling 13 Weeks. | Total sales in Spencer Rolling 13 Weeks. | 4
What were my total sales in Sunderland Road Rolling 13 Weeks? | Total sales in store Sunderland Road Rolling 13 Weeks. | Total sales in Sunderland Road Rolling 13 Weeks. | 4
What were my total sales in Gt. Barrington Rolling 13 Weeks? | Total sales in store Gt. Barrington Rolling 13 Weeks. | Total sales in Gt. Barrington Rolling 13 Weeks. | 4
What were my total sales in Torrington Rolling 13 Weeks? | Total sales in store Torrington Rolling 13 Weeks. | Total sales in Torrington Rolling 13 Weeks. | 4
What were my total sales in Granville Rolling 13 Weeks? | Total sales in store Granville Rolling 13 Weeks. | Total sales in Granville Rolling 13 Weeks. | 4
What were my total sales in Route 50 Rolling 13 Weeks? | Total sales in store Route 50 Rolling 13 Weeks. | Total sales in Route 50 Rolling 13 Weeks. | 4
What were my total sales in Bethlehem Rolling 13 Weeks? | Total sales in store Bethlehem Rolling 13 Weeks. | Total sales in Bethlehem Rolling 13 Weeks. | 4
What were my total sales in Worcester Fair Rolling 13 Weeks? | Total sales in store Worcester Fair Rolling 13 Weeks. | Total sales in Worcester Fair Rolling 13 Weeks. | 4
What were my total sales in Norwich Rolling 13 Weeks? | Total sales in store Norwich Rolling 13 Weeks. | Total sales in Norwich Rolling 13 Weeks. | 4
What were my total sales in Marlborough Rolling 13 Weeks? | Total sales in store Marlborough Rolling 13 Weeks. | Total sales in Marlborough Rolling 13 Weeks. | 4
What were my total sales in Palatine Bridge Rolling 13 Weeks? | Total sales in store Palatine Bridge Rolling 13 Weeks. | Total sales in Palatine Bridge Rolling 13 Weeks. | 4
What were my total sales in Shelburne Road Rolling 13 Weeks? | Total sales in store Shelburne Road Rolling 13 Weeks. | Total sales in Shelburne Road Rolling 13 Weeks. | 4
What were my total sales in Malone Rolling 13 Weeks? | Total sales in store Malone Rolling 13 Weeks. | Total sales in Malone Rolling 13 Weeks. | 4
What were my total sales in West Lebanon Rolling 13 Weeks? | Total sales in store West Lebanon Rolling 13 Weeks. | Total sales in West Lebanon Rolling 13 Weeks. | 4
What were my total sales in Plattsburgh Rolling 13 Weeks? | Total sales in store Plattsburgh Rolling 13 Weeks. | Total sales in Plattsburgh Rolling 13 Weeks. | 4
What were my total sales in Taylor Rolling 13 Weeks? | Total sales in store Taylor Rolling 13 Weeks. | Total sales in Taylor Rolling 13 Weeks. | 4
What were my total sales in Lake George Rolling 13 Weeks? | Total sales in store Lake George Rolling 13 Weeks. | Total sales in Lake George Rolling 13 Weeks. | 4
What were my total sales in Bennington Rolling 13 Weeks? | Total sales in store Bennington Rolling 13 Weeks. | Total sales in Bennington Rolling 13 Weeks. | 4
What were my total sales in Erie Blvd. Rolling 13 Weeks? | Total sales in store Erie Blvd. Rolling 13 Weeks. | Total sales in Erie Blvd. Rolling 13 Weeks. | 4
What were my total sales in Wyoming Rolling 13 Weeks? | Total sales in store Wyoming Rolling 13 Weeks. | Total sales in Wyoming Rolling 13 Weeks. | 4
What were my total sales in Western Lights Rolling 13 Weeks? | Total sales in store Western Lights Rolling 13 Weeks. | Total sales in Western Lights Rolling 13 Weeks. | 4
What were my total sales in Altamont Avenue Rolling 13 Weeks? | Total sales in store Altamont Avenue Rolling 13 Weeks. | Total sales in Altamont Avenue Rolling 13 Weeks. | 4
What were my total sales in Windsor  VT Rolling 13 Weeks? | Total sales in store Windsor  VT Rolling 13 Weeks. | Total sales in Windsor  VT Rolling 13 Weeks. | 4
What were my total sales in Cortland Rolling 13 Weeks? | Total sales in store Cortland Rolling 13 Weeks. | Total sales in Cortland Rolling 13 Weeks. | 4
What were my total sales in Main and Cambridge Rolling 13 Weeks? | Total sales in store Main and Cambridge Rolling 13 Weeks. | Total sales in Main and Cambridge Rolling 13 Weeks. | 4
What were my total sales in Lake Placid Rolling 13 Weeks? | Total sales in store Lake Placid Rolling 13 Weeks. | Total sales in Lake Placid Rolling 13 Weeks. | 4
What were my total sales in Hudson Valley Plaza Rolling 13 Weeks? | Total sales in store Hudson Valley Plaza Rolling 13 Weeks. | Total sales in Hudson Valley Plaza Rolling 13 Weeks. | 4
What were my total sales in Clay Rolling 13 Weeks? | Total sales in store Clay Rolling 13 Weeks. | Total sales in Clay Rolling 13 Weeks. | 4
What were my total sales in Guilderland Rolling 13 Weeks? | Total sales in store Guilderland Rolling 13 Weeks. | Total sales in Guilderland Rolling 13 Weeks. | 4
What were my total sales in Malta Rolling 13 Weeks? | Total sales in store Malta Rolling 13 Weeks. | Total sales in Malta Rolling 13 Weeks. | 4
What were my total sales in Montrose Rolling 13 Weeks? | Total sales in store Montrose Rolling 13 Weeks. | Total sales in Montrose Rolling 13 Weeks. | 4
What were my total sales in Shaker Road Rolling 13 Weeks? | Total sales in store Shaker Road Rolling 13 Weeks. | Total sales in Shaker Road Rolling 13 Weeks. | 4
What were my total sales in Putnam Rolling 13 Weeks? | Total sales in store Putnam Rolling 13 Weeks. | Total sales in Putnam Rolling 13 Weeks. | 4
What were my total sales in Edwardsville Rolling 13 Weeks? | Total sales in store Edwardsville Rolling 13 Weeks. | Total sales in Edwardsville Rolling 13 Weeks. | 4
What were my total sales in Niskayuna Rolling 13 Weeks? | Total sales in store Niskayuna Rolling 13 Weeks. | Total sales in Niskayuna Rolling 13 Weeks. | 4
What were my total sales in Essex Center Rolling 13 Weeks? | Total sales in store Essex Center Rolling 13 Weeks. | Total sales in Essex Center Rolling 13 Weeks. | 4
What were my total sales in Saugerties Rolling 13 Weeks? | Total sales in store Saugerties Rolling 13 Weeks. | Total sales in Saugerties Rolling 13 Weeks. | 4
What were my total sales in Mountain Road Rolling 13 Weeks? | Total sales in store Mountain Road Rolling 13 Weeks. | Total sales in Mountain Road Rolling 13 Weeks. | 4
What were my total sales in Gloversville Rolling 13 Weeks? | Total sales in store Gloversville Rolling 13 Weeks. | Total sales in Gloversville Rolling 13 Weeks. | 4
What were my total sales in Glenmont Rolling 13 Weeks? | Total sales in store Glenmont Rolling 13 Weeks. | Total sales in Glenmont Rolling 13 Weeks. | 4
What were my total sales in Newburgh Rolling 13 Weeks? | Total sales in store Newburgh Rolling 13 Weeks. | Total sales in Newburgh Rolling 13 Weeks. | 4
What were my total sales in Cicero Rolling 13 Weeks? | Total sales in store Cicero Rolling 13 Weeks. | Total sales in Cicero Rolling 13 Weeks. | 4
What were my total sales in House Calls Pharmacy Rolling 13 Weeks? | Total sales in store House Calls Pharmacy Rolling 13 Weeks. | Total sales in House Calls Pharmacy Rolling 13 Weeks. | 4
What were my total sales in House Calls Pharmacy Rolling 13 Weeks? | Total sales in store House Calls Pharmacy Rolling 13 Weeks. | Total sales in House Calls Pharmacy Rolling 13 Weeks. | 4
What were my total sales in Westfall PA Rolling 13 Weeks? | Total sales in store Westfall PA Rolling 13 Weeks. | Total sales in Westfall PA Rolling 13 Weeks. | 4
What were my total sales in Southington Rolling 13 Weeks? | Total sales in store Southington Rolling 13 Weeks. | Total sales in Southington Rolling 13 Weeks. | 4
What were my total sales in Bristol Rolling 13 Weeks? | Total sales in store Bristol Rolling 13 Weeks. | Total sales in Bristol Rolling 13 Weeks. | 4
What were my total sales in Vernon Rolling 13 Weeks? | Total sales in store Vernon Rolling 13 Weeks. | Total sales in Vernon Rolling 13 Weeks. | 4
What were my total sales in Rome Rolling 13 Weeks? | Total sales in store Rome Rolling 13 Weeks. | Total sales in Rome Rolling 13 Weeks. | 4
What were my total sales in Commercial Drive Rolling 13 Weeks? | Total sales in store Commercial Drive Rolling 13 Weeks. | Total sales in Commercial Drive Rolling 13 Weeks. | 4
What were my total sales in Keene Rolling 13 Weeks? | Total sales in store Keene Rolling 13 Weeks. | Total sales in Keene Rolling 13 Weeks. | 4
What were my total sales in Newington Rolling 13 Weeks? | Total sales in store Newington Rolling 13 Weeks. | Total sales in Newington Rolling 13 Weeks. | 4
What were my total sales in Richfield Springs Rolling 13 Weeks? | Total sales in store Richfield Springs Rolling 13 Weeks. | Total sales in Richfield Springs Rolling 13 Weeks. | 4
What were my total sales in House Calls Rolling 13 Weeks? | Total sales in store House Calls Rolling 13 Weeks. | Total sales in House Calls Rolling 13 Weeks. | 4
What were my total sales in Oneida Rolling 13 Weeks? | Total sales in store Oneida Rolling 13 Weeks. | Total sales in Oneida Rolling 13 Weeks. | 4
What were my total sales in Fulton Rolling 13 Weeks? | Total sales in store Fulton Rolling 13 Weeks. | Total sales in Fulton Rolling 13 Weeks. | 4
What were my total sales in Sidney Rolling 13 Weeks? | Total sales in store Sidney Rolling 13 Weeks. | Total sales in Sidney Rolling 13 Weeks. | 4
What were my total sales in Owego Rolling 13 Weeks? | Total sales in store Oswego Rolling 13 Weeks. | Total sales in Owego Rolling 13 Weeks. | 4
What were my total sales in Delhi Rolling 13 Weeks? | Total sales in store Delhi Rolling 13 Weeks. | Total sales in Delhi Rolling 13 Weeks. | 4
What were my total sales in Derby Rolling 13 Weeks? | Total sales in store Derby Rolling 13 Weeks. | Total sales in Derby Rolling 13 Weeks. | 4
What were my total sales in Champlain Rolling 13 Weeks? | Total sales in store Champlain Rolling 13 Weeks. | Total sales in Champlain Rolling 13 Weeks. | 4
What were my total sales in Windsor, CT Rolling 13 Weeks? | Total sales in store Windsor, CT Rolling 13 Weeks. | Total sales in Windsor, CT Rolling 13 Weeks. | 4
What were my total sales in Wilkes Rolling 13 Weeks? | Total sales in store Wilkes Rolling 13 Weeks. | Total sales in Wilkes Rolling 13 Weeks. | 4
What were my total sales in Warwick Rolling 13 Weeks? | Total sales in store Warwick Rolling 13 Weeks. | Total sales in Warwick Rolling 13 Weeks. | 4
What were my total sales in Colonie Rolling 13 Weeks? | Total sales in store Colonie Rolling 13 Weeks. | Total sales in Colonie Rolling 13 Weeks. | 4
What were my total sales in Madison NY Rolling 13 Weeks? | Total sales in store Madison NY Rolling 13 Weeks. | Total sales in Madison NY Rolling 13 Weeks. | 4
What were my total sales in Oswego Rolling 13 Weeks? | Total sales in store Oswego Rolling 13 Weeks. | Total sales in Oswego Rolling 13 Weeks. | 4
What were my total sales in Lebanon Rolling 13 Weeks? | Total sales in store Lebanon Rolling 13 Weeks. | Total sales in Lebanon Rolling 13 Weeks. | 4
What were my total sales in So. Burlington Rolling 13 Weeks? | Total sales in store So. Burlington Rolling 13 Weeks. | Total sales in So. Burlington Rolling 13 Weeks. | 4
What were my total sales in Shrewsbury Rolling 13 Weeks? | Total sales in store Shrewsbury Rolling 13 Weeks. | Total sales in Shrewsbury Rolling 13 Weeks. | 4
What were my total sales in Colchester Rolling 13 Weeks? | Total sales in store Colchester Rolling 13 Weeks. | Total sales in Colchester Rolling 13 Weeks. | 4
What were my total sales in Hopkinton Rolling 13 Weeks? | Total sales in store Hopkinton Rolling 13 Weeks. | Total sales in Hopkinton Rolling 13 Weeks. | 4
What were my total sales in Middletown CT Rolling 13 Weeks? | Total sales in store Middletown CT Rolling 13 Weeks. | Total sales in Middletown CT Rolling 13 Weeks. | 4
What were my total sales in Lenox Rolling 13 Weeks? | Total sales in store Lenox Rolling 13 Weeks. | Total sales in Lenox Rolling 13 Weeks. | 4
What were my total sales in Chenango Rolling 13 Weeks? | Total sales in store Chenango Rolling 13 Weeks. | Total sales in Chenango Rolling 13 Weeks. | 4
What were my total sales in Cooperstown Rolling 13 Weeks? | Total sales in store Cooperstown Rolling 13 Weeks. | Total sales in Cooperstown Rolling 13 Weeks. | 4
What were my total sales in Marshall's Creek Rolling 13 Weeks? | Total sales in store Marshall's Creek Rolling 13 Weeks. | Total sales in Marshall's Creek Rolling 13 Weeks. | 4
What were my total sales in Binghamton Rolling 13 Weeks? | Total sales in store Binghamton Rolling 13 Weeks. | Total sales in Binghamton Rolling 13 Weeks. | 4
What were my total sales in Saratoga Rolling 13 Weeks? | Total sales in store Saratoga Rolling 13 Weeks. | Total sales in Saratoga Rolling 13 Weeks. | 4
What were my total sales in Gardner Rolling 13 Weeks? | Total sales in store Gardner Rolling 13 Weeks. | Total sales in Gardner Rolling 13 Weeks. | 4
What were my total sales in Webster Rolling 13 Weeks? | Total sales in store Webster Rolling 13 Weeks. | Total sales in Webster Rolling 13 Weeks. | 4
What were my total sales in Alexandria Bay Rolling 13 Weeks? | Total sales in store Alexandria Bay Rolling 13 Weeks. | Total sales in Alexandria Bay Rolling 13 Weeks. | 4
What were my total sales in Little Falls Rolling 13 Weeks? | Total sales in store Little Falls Rolling 13 Weeks. | Total sales in Little Falls Rolling 13 Weeks. | 4
What were my total sales in Storrs Rolling 13 Weeks? | Total sales in store Storrs Rolling 13 Weeks. | Total sales in Storrs Rolling 13 Weeks. | 4
What were my total sales in Sutton MA Rolling 13 Weeks? | Total sales in store Sutton MA Rolling 13 Weeks. | Total sales in Sutton MA Rolling 13 Weeks. | 4
What were my total sales in Watervliet Rolling 13 Weeks? | Total sales in store Watervliet Rolling 13 Weeks. | Total sales in Watervliet Rolling 13 Weeks. | 4
What were my total sales in Chatham Rolling 13 Weeks? | Total sales in store Chatham Rolling 13 Weeks. | Total sales in Chatham Rolling 13 Weeks. | 4
What were my total sales in Warrensburg Rolling 13 Weeks? | Total sales in store Warrensburg Rolling 13 Weeks. | Total sales in Warrensburg Rolling 13 Weeks. | 4
What were my total sales in Oxford Rolling 13 Weeks? | Total sales in store Oxford Rolling 13 Weeks. | Total sales in Oxford Rolling 13 Weeks. | 4
What were my total sales in Ft Edward Rolling 13 Weeks? | Total sales in store Ft Edward Rolling 13 Weeks. | Total sales in Ft Edward Rolling 13 Weeks. | 4
What were my total sales in Clifton Park Plaza Rolling 13 Weeks? | Total sales in store Clifton Park Plaza Rolling 13 Weeks. | Total sales in Clifton Park Plaza Rolling 13 Weeks. | 4
What were my total sales in Tupper Lake Rolling 13 Weeks? | Total sales in store Tupper Lake Rolling 13 Weeks. | Total sales in Tupper Lake Rolling 13 Weeks. | 4
What were my total sales in North Adams Rolling 13 Weeks? | Total sales in store North Adams Rolling 13 Weeks. | Total sales in North Adams Rolling 13 Weeks. | 4
What were my total sales in Lenox Rolling 13 Weeks? | Total sales in store Lenox Rolling 13 Weeks. | Total sales in Lenox Rolling 13 Weeks. | 4
What were my total sales in Watervliet Rolling 13 Weeks? | Total sales in store Watervliet Rolling 13 Weeks. | Total sales in Watervliet Rolling 13 Weeks. | 4
What were my total sales in Saratoga Rolling 13 Weeks? | Total sales in store Saratoga Rolling 13 Weeks. | Total sales in Saratoga Rolling 13 Weeks. | 4
What were my total sales in Oswego Rolling 13 Weeks? | Total sales in store Oswego Rolling 13 Weeks. | Total sales in Oswego Rolling 13 Weeks. | 4
What were my total sales in Fulton Rolling 13 Weeks? | Total sales in store Fulton Rolling 13 Weeks. | Total sales in Fulton Rolling 13 Weeks. | 4
What were my total sales in Dunmore St. Rolling 13 Weeks? | Total sales in store Dunmore St. Rolling 13 Weeks. | Total sales in Dunmore St. Rolling 13 Weeks. | 4
What were my total sales in Oneida Rolling 13 Weeks? | Total sales in store Oneida Rolling 13 Weeks. | Total sales in Oneida Rolling 13 Weeks. | 4
What were my total sales in Colonie Rolling 13 Weeks? | Total sales in store Colonie Rolling 13 Weeks. | Total sales in Colonie Rolling 13 Weeks. | 4
